"","GEOID20","autom_netw_dens_raw","pedest_netw_dens_raw","street_no_autom_inters_dens_raw","autom_inters_dens_raw","NatWalkInd_raw","aadt_esri_point_raw","aadt_fhwa_segm_raw","barrier_factor_osm_raw","barrier_factor_faf5_raw","motorw_scale_pr_raw_raw","trunk_pr_raw_raw","prima_scale_pr_raw_raw","seconda_scale_pr_raw_raw","tertia_scale_pr_raw_raw","residential_pr_raw_raw","interstate_highw_scale_pr_raw_raw","freew_scales__rawpressw_scales_pr_raw_raw","other_princ_arter_pr_raw_raw","co2_emis_per_m2_raw","autom_netw_dens_scale","pedest_netw_dens_scale","street_no_autom_inters_dens_scale","autom_inters_dens_scale","NatWalkInd_scale","aadt_esri_point_scale","aadt_fhwa_segm_scale","barrier_factor_osm_scale","barrier_factor_faf5_scale","motorw_scale_pr_raw_scale","trunk_pr_raw_scale","prima_scale_pr_raw_scale","seconda_scale_pr_raw_scale","tertia_scale_pr_raw_scale","residential_pr_raw_scale","interstate_highw_scale_pr_raw_scale","freew_scales__rawpressw_scales_pr_raw_scale","other_princ_arter_pr_raw_scale","co2_emis_per_m2_scale","csi","csi_normal","csi_100","Shape"
"21","090091408002",0,3.41353729265956,23.9592309938728,0,11.1666666666667,11335.5912695932,19201.6336480754,100,100,0.440444832397991,1,0.973711676765391,0.643064690056778,0.655108961204476,0.747650968016625,0.528266400737422,0.678913686975705,0.98865056317509,4.33378603809839,-0.363210087383768,-1.92384545828448,-1.12384098058133,-0.335036564097924,-1.33089227887664,0.261230823650801,0.447402393379054,0.245007877483276,2.4530424602618,-1.30299340023958,1.50947795323877,0.742386234569719,-0.705562295705019,-1.18324056079271,-0.974031048224826,-0.687287184525063,-0.0662417356326283,0.825115389886492,-0.0382124304671043,-0.336089996177661,0.0478124802798533,4.78124802798533,c(944104.331839841, 672383.273410649)
"22","090091408003",0,19.1887258540449,125.601745913762,0,15.3333333333333,9707.28088380781,12258.647904308,100,50,0.555933186351514,0.96153761500156,0.938855926927536,0.797855910378427,0.563307683977677,0.821627744751553,0.60732482466871,0.762118843585622,0.94033508138303,1.6774941031294,-0.363210087383768,0.990197519029935,0.362624927634769,-0.335036564097924,0.803250807287794,-0.0225940585481843,0.0210695292260656,0.245007877483276,0.718428935086695,-0.727433875231251,1.33985844726802,0.476637071194777,0.0477121169732899,-1.80506450067786,-0.476232262254836,-0.364279058093505,0.373682583155697,0.462446835827167,-0.277897102133754,0.489470267464039,0.216552648598883,21.6552648598883,c(945476.744967032, 671298.236435338)
"23","090091408004",0,12.3273664727559,65.5438432728612,0,13,10437.449477491,8763.65934161784,100,50,0.501884917375421,0.956270862911646,0.905276447003528,0.914113091005921,0.866657884901604,0.837287584281339,0.548938540080894,0.73022336398921,0.92460923024921,0.26721316329844,-0.363210087383768,-0.277254596808326,-0.51568888489755,-0.335036564097924,-0.391869320964289,0.104678982818289,-0.193539651766598,0.245007877483276,0.718428935086695,-0.996794334138833,1.3166320174042,0.220618516497687,0.613464872684096,0.249704482954549,-0.370855285175326,-0.602827253923984,0.205044031104632,0.344404513148886,-0.40515070689428,-0.162051832143356,0.0833849640662448,8.33849640662448,c(945388.791909782, 673567.963607307)
"24","090091409001",0,14.2345339116813,85.6812384496003,0,16.3333333333333,7593.08227745274,9321.85321033263,100,55.5555555555556,0.446968709930382,0.850265348319066,0.964724464983946,0.794316601685775,0.791349316334832,0.950173573057955,0.585909272926897,0.682726689578363,0.965846351217039,0.686499978796505,-0.363210087383768,0.0750434350242011,-0.221190549883991,-0.335036564097924,1.31544514796726,-0.391112355570874,-0.159263851760032,0.245007877483276,0.911163771217262,-1.270480339613,0.849146628339061,0.673865430309224,0.0304884613214723,-0.260404659618799,0.388768351406956,-0.451776340491055,-0.0460815359424011,0.653941052582297,-0.367317281515159,-0.305966015516008,0.0539696632150687,5.39696632150687,c(946264.733753844, 676052.249256939)
"25","090091409002",0,14.4776250335308,168.681318326609,0,13.8333333333333,7987.63180018398,4886.41836046783,100,40,0.496670206758989,0.889841362112257,0.886677915989997,0.955406449723019,0.924623107103753,0.941448644216472,0.589455016619517,0.724672234794805,0.887469762883454,0.540716691108484,-0.363210087383768,0.119947999791634,0.992639993502579,-0.335036564097924,0.0349592962685982,-0.322339858147509,-0.431620977799697,0.245007877483276,0.371506230051675,-1.02278289716449,1.0236772485324,0.0788185529381326,0.814414451545882,0.642336959701129,0.3300572372349,-0.43728953478449,0.175693966410884,0.0656260258300339,-0.380471716456587,-0.297418485847422,0.0557167332455797,5.57167332455797,c(946160.853573092, 674934.102510897)
"26","090091409003",0,21.7761764435543,195.044045479693,0,13.5,9432.60250010684,8683.22430558117,100,66.6666666666667,0.372106831443733,0.91923574765508,0.984251260065192,0.933770209870861,0.982794876050804,0.857425753445113,0.500366488266985,0.630186408187266,0.985269423368413,2.87244799200694,-0.363210087383768,1.46815961692614,1.37818038662988,-0.335036564097924,-0.135772150624557,-0.0704722521512622,-0.19847875153683,0.245007877483276,1.2966334434784,-1.64356962306012,1.15330678539782,0.822742716850895,0.709124075041742,1.03636849879811,-0.235343079807074,-0.801277547683741,-0.323873783943177,0.79973567640174,-0.170073061130616,0.583536036799392,0.23577919625355,23.577919625355,c(944506.854742189, 675501.206842816)
"27","090091409004",0,18.9345745312722,163.421581282488,0,15.3333333333333,8594.85403376796,9706.66426676918,100,71.4285714285714,0.347760919363342,0.856524692649103,0.989560555926779,0.876491742177961,0.86465668399935,0.948499383985097,0.514748379178648,0.609026396979365,0.990672389671825,7.03126424675638,-0.363210087383768,0.943249878789751,0.915719230488901,-0.335036564097924,0.803250807287794,-0.216497151240958,-0.135634593987811,0.245007877483276,1.46183473159031,-1.76490239050543,0.876750399998171,0.863222148218467,0.430384725220566,0.236149174497706,0.377502528202205,-0.742517615384093,-0.435751507577913,0.840291744647587,0.205188594193869,0.282998082175718,0.17435082175094,17.435082175094,c(945008.451139742, 676646.10941978)
"28","090091409005",0,14.5695480519127,47.026098562983,0,10,8081.97132575997,9839.93426260835,100,40,0.340731460802405,0.826401526689121,0.942487074505747,0.605425993751247,0.80655990842248,0.920526687510575,0.43791996493833,0.524861119973326,0.940599914647002,3.46907388336346,-0.363210087383768,0.136928311952522,-0.786500722148703,-0.335036564097924,-1.92845234300268,-0.305895877339515,-0.127451172455832,0.245007877483276,0.371506230051675,-1.79993511624699,0.743906934138882,0.50432187027353,-0.888726862756118,-0.157374390480387,0.189270829554144,-1.05641461593701,-0.880752198173327,0.464434743084821,-0.116237833535695,0.573221934755384,0.233671048136914,23.3671048136914,c(943719.343874119, 677483.688405469)
"29","090091410001",0,15.7084101162031,61.0251973158495,0,11.6666666666667,8509.91655497128,6956.35239314332,100,33.3333333333333,0.580808838432459,0.705162510443739,0.913702666280835,0.88730076794036,0.836903622736978,0.911370198688423,0.270543112992945,0.70913363802781,0.914494062789037,5.14200246324883,-0.363210087383768,0.347302532689186,-0.581771598137087,-0.335036564097924,-1.07479510853691,-0.231302295348737,-0.304517028961766,0.245007877483276,0.140224426694994,-0.603461041557099,0.209241649062158,0.28486217023559,0.48298565772744,0.0481613989528555,0.127655695445937,-1.7402643648503,0.0935379213271105,0.268477439242492,0.0347152044617117,1.02266283252523,0.325534399704491,32.5534399704491,c(941006.241739799, 679415.761659922)
"30","090091410002",0,15.4053996174212,56.6105207994165,0,12.6666666666667,9656.19047712561,2829.23813918201,100,0,0.378994073566768,0.86507183818629,0.761024712758085,0.427033005940413,0.984094737934529,0.994562914650083,0.343002465755898,0.554088061246053,0.789749989435153,1.15634132721637,-0.363210087383768,0.291329470142768,-0.64633381545975,-0.335036564097924,-0.562600767857443,-0.0314994421806043,-0.557941781008458,0.245007877483276,-1.01618459008841,-1.60924566164539,0.914443398067233,-0.879193648480561,-1.75685667554461,1.0451732263821,0.687469664573736,-1.44421799035203,-0.726222806564217,-0.66788397189753,-0.324922178835021,0.882435030097041,0.296872575696196,29.6872575696196,c(941549.156086131, 676095.226384533)
"31","090091410003",0,19.9298286778899,100.744771225517,0,14,6464.30690206388,5482.22689447358,100,33.3333333333333,0.517530524800369,0.761234706291826,0.823812339024346,0.689067853595358,0.868284488260012,0.907625215706559,0.283281106875914,0.660131698541235,0.824987187673261,1.41487698458591,-0.363210087383768,1.12709638847228,-0.0008946634004289,-0.335036564097924,0.120325019715175,-0.587865100468666,-0.395035455639078,0.245007877483276,0.140224426694994,-0.91882129123276,0.45652059858215,-0.400484705818937,-0.481692970792009,0.260722422350496,0.102455246546547,-1.68822088442106,-0.165546319677358,-0.403384410677867,-0.301593781329097,0.389733059518279,0.196166888772945,19.6166888772945,c(940807.993943139, 678074.032262132)
"32","090091411001",1.22005259575633,6.21540243591891,27.3656934357909,0,9.66666666666667,12661.9146599433,16827.980018263,100,0,0.755496768685024,0.590683702834157,0.63230082596633,0.12061967490317,0.520960450331329,0.332995877928642,0.0674112727609587,0.842865553478595,0.632955443379237,0.73286373010994,-0.00233939046939502,-1.40627602243743,-1.07402333988718,-0.335036564097924,-2.09918378989584,0.492417447104241,0.301648594098464,0.245007877483276,-1.01618459008841,0.267131522272479,-0.295611047712774,-1.86061752776627,-3.24798337830116,-2.09190717285717,-3.76429590636668,-2.57019787312456,0.800608542932465,-1.84482455477778,-0.36313375019298,-0.0707048510242009,0.102055805733803,10.2055805733803,c(935896.03279604, 677427.948478948)
"33","090091411002",0,17.5547495555534,80.1905088634995,0,12.3333333333333,12259.8574035005,15900.8181859099,100,0,0.827751336022833,0.562597006960701,0.81277334465904,0.780243176489875,0.881450493003199,0.99308479832827,0.0578216270453228,0.898504464734031,0.81435493353272,2.08394349155205,-0.363210087383768,0.688364223079841,-0.301489451848442,-0.335036564097924,-0.733332214750598,0.422336303826332,0.244716378750728,0.245007877483276,-1.01618459008841,0.627226744283941,-0.419473659940267,-0.48464882596346,-0.0379983112279345,0.349903501190272,0.677523238911563,-2.60937818234047,1.09478394178334,-0.48319287149663,-0.241222033806096,0.517742159427868,0.222331274362228,22.2331274362228,c(936827.736654372, 679811.024605147)
"34","090091412001",4.0620194032721,12.0620112125309,66.3681803726804,0,11.1666666666667,15425.4165008965,8175.59651939122,100,0,0.8850716218141,0.475534386245619,0.882509796768703,0.243887344746992,0.939562394625339,0.968124244938973,0.0930568530155357,0.937234565973007,0.882319330955609,4.80378806022871,0.83826579819459,-0.326271863989842,-0.503633407947527,-0.335036564097924,-1.33089227887664,0.974113437814811,-0.229649549806764,0.245007877483276,-1.01618459008841,0.912893959496309,-0.803420695851069,0.0470397445332384,-2.64811484951198,0.743529523752278,0.509560619793225,-2.46541801011489,1.29955867087902,0.0269655461913996,0.00419717025258521,-0.404190408102125,0.0338931148781816,3.38931148781816,c(939363.391936311, 683635.853545683)
"35","090091412002",4.57382279376001,16.6715582177684,111.8960174194,18.9029508268266,17.5,15394.4076072219,15956.2724199086,100,66.6666666666667,0.878754575762196,0.505892780481168,0.941439539324758,0.412197448575887,0.92577002811684,0.912362905999068,0.0887520395727783,0.93776577501916,0.942767263203375,11.2177320366555,0.989648490097322,0.525218311670758,0.162186182389313,1.78363943300956,1.9130052120933,0.968708389937492,0.248121536601054,0.245007877483276,1.2966334434784,0.881411685304812,-0.669539870922819,0.496335193778302,-1.82905228029077,0.650105728988869,0.134335744454203,-2.48300613868663,1.30236729221073,0.480703424218235,0.58294532509201,0.546155891990218,0.228138891596605,22.8138891596605,c(938691.044606295, 682659.774373287)
